"year","month","ko_jp_gol","ko_pr_gol","ko_ch_gol"
2004,5,-0.00833333333333327,3.5,0.257142857142857
2004,6,-1,3.84186046511628,-0.506666666666667
2004,7,2.94285714285714,1.14565217391304,0.625
2004,8,1.04444444444444,1.68823529411765,-0.0648648648648649
2004,9,1.5,-0.171428571428571,0.714285714285714
2004,10,-1.04,0.823809523809524,-2.78
2004,11,0.9875,3,2.75
2004,12,-0.98,1.55,1.12666666666667
2005,1,-0.0666666666666667,0.0626865671641791,-3.06153846153846
2005,2,0.576,2.24318181818182,1.99583333333333
2005,3,-2.65070422535211,2.3695652173913,-1.73636363636364
2005,4,-0.951388888888889,0.103225806451613,1.6375
2005,5,0.57027027027027,2.39019607843137,-1.7
2005,6,1.0241935483871,0.769767441860465,2.81666666666667
2005,7,2.31666666666667,4.14431818181818,1.38636363636364
2005,8,-1.00714285714286,2.9304347826087,1.46875
2005,9,1.1,1.80344827586207,1.325
2005,10,0.448,1.676,2.09166666666667
2005,11,0.45,0.660526315789474,2.43636363636364
2005,12,-1.25882352941176,3.25652173913043,3.575
2006,1,-1.888,2.66575342465753,0.715873015873016
2006,2,1.66666666666667,-1.74237288135593,0.666666666666667
2006,3,0.0529411764705882,-1.67555555555556,-5.16521739130435
2006,4,-0.753012048192771,2.89891304347826,0.285714285714286
2006,5,0.174117647058824,0.837142857142857,4
2006,6,3.43333333333333,1.83710691823899,2.935
2006,7,-0.986111111111111,-0.935807860262009,2.67692307692308
2006,8,-0.0771084337349398,1.77011494252874,2.76666666666667
2006,9,1.29038461538462,0.942857142857143,2.52894736842105
2006,10,2.65454545454545,0.358074534161491,2.26330275229358
2006,11,2.14230769230769,-1.83846153846154,1.56666666666667
2006,12,-0.171276595744681,3.21538461538462,2.5
2007,1,-0.88135593220339,0.0626168224299066,1.21242236024845
2007,2,0.135593220338983,2.00573770491803,1.20909090909091
2007,3,1.06638655462185,1.84450867052023,2.5825
2007,4,0.248,2.43058823529412,2.04285714285714
2007,5,0.415384615384615,0.728888888888889,-1.98245614035088
2007,6,2.33333333333333,1.9654028436019,-4.1
2007,7,-2.57169811320755,3.74347826086957,1.19827586206897
2007,8,-1.925,2.70924092409241,2.2135593220339
2007,9,1.33333333333333,3.29155844155844,-0.283018867924528
2007,10,1.46551724137931,0.848829431438127,0.965384615384615
2007,11,-6.33333333333333,2.0563829787234,-0.306024096385542
2007,12,,2.55681818181818,1.44324324324324
2008,1,-3.19189189189189,0.967213114754098,2.1967032967033
2008,2,1.51666666666667,-0.316129032258065,0.857142857142857
2008,3,-0.917307692307692,-1.25183673469388,1.37901234567901
2008,4,-1.38461538461538,-0.352702702702703,0.596610169491525
2008,5,-2.68947368421053,4.59090909090909,1.01743119266055
2008,6,2.34042553191489,0.761467889908257,1.87591240875912
2008,7,-0.939336492890995,-0.0822784810126582,3.4
2008,8,-8.4348623853211,2.45461538461538,-0.305
2008,9,-0.727272727272727,0.102298850574713,1.53037974683544
2008,10,-0.562962962962963,-2.01,1.35714285714286
2008,11,-0.882978723404255,3.59157894736842,4.06153846153846
2008,12,1,1.53157894736842,4.28666666666667
2009,1,-0.363636363636364,1.99726775956284,-3.90909090909091
2009,2,3.64137931034483,0.917647058823529,-3.78672566371681
2009,3,1.66434108527132,-2.93403141361257,-0.227058823529412
2009,4,-3.36484848484848,-1.35968992248062,2.86458333333333
2009,5,-0.5625,-0.507317073170732,1.21276595744681
2009,6,2.86363636363636,-2.3989247311828,2.68939393939394
2009,7,-0.370535714285714,0.884962406015038,0.0558823529411766
2009,8,,1.07034700315457,0.481818181818182
2009,9,2.76,-0.623180592991914,3.58307692307692
2009,10,0,2.13407202216067,1.7752808988764
2009,11,-6.02758620689655,0.572142857142857,2.94
2009,12,-0.574,2.45797872340426,3.82394366197183
2010,1,2.74893617021277,1.00212014134276,2.93333333333333
2010,2,2.59677419354839,1.98376623376623,2.11217391304348
2010,3,0.572727272727273,1.00386473429952,0.448031496062992
2010,4,-0.100740740740741,-0.131541218637993,0.827927927927928
2010,5,-2,-0.059468438538206,1.0975
2010,6,3.08235294117647,-2.25672727272727,0.0944000000000001
2010,7,2.24285714285714,-1.03388157894737,2.2
2010,8,-0.108928571428571,-0.211340206185567,2.19727891156463
2010,9,0.553488372093023,0.90945558739255,4.606
2010,10,-3.17857142857143,0.236448598130841,1.40045871559633
2010,11,-0.00844155844155846,-1.61054131054131,1.37632398753894
2010,12,0.830769230769231,0.0167755991285403,2.375
2011,1,2.98061224489796,1.7919770773639,-0.459649122807018
2011,2,2.64444444444444,0.942857142857143,1.40298507462687
2011,3,2.32850241545894,0.313274336283186,2.42816901408451
2011,4,0.27710843373494,-1.51647058823529,2.81311475409836
2011,5,0.407777777777778,0.613675213675214,1.87384615384615
2011,6,3.31219512195122,0.249295774647887,2.31585365853659
2011,7,-1.16323024054983,-0.538848920863309,0.858163265306122
2011,8,-1.38426229508197,-0.0899581589958159,0.957627118644068
2011,9,3.30943396226415,1.02093023255814,0.6625
2011,10,3.17458563535912,0.846236559139785,1.16666666666667
2011,11,-3.5,-0.0255474452554744,-0.0879999999999999
2011,12,1.89705882352941,2.6332541567696,2.67962962962963
2012,1,-0.789873417721519,1.37041420118343,2.5984375
2012,2,-1,2.39239130434783,2.18064516129032
2012,3,0.833333333333333,-0.433823529411765,2.70616438356164
2012,4,0.0150943396226415,-0.78953488372093,0.0353383458646618
2012,5,2.06461538461538,-1.77272727272727,2.01642857142857
2012,6,0.169491525423729,0.186734693877551,3.97333333333333
2012,7,-1.52156862745098,2.29545454545455,0.0861538461538462
2012,8,-0.872147001934236,-5.14626865671642,3.7218045112782
2012,9,-0.227067669172932,1.61890756302521,2.27607655502392
2012,10,2.98604651162791,1.16851851851852,-1.07768595041322
2012,11,-6.728,2.63066666666667,3.184
2012,12,0.739130434782609,-1.42718446601942,3.50684931506849
2013,1,0.2,-0.56158940397351,1.26449275362319
2013,2,0.184962406015038,-1.0569696969697,1
2013,3,-1.40384615384615,-2.66086956521739,0.596511627906977
2013,4,-1.21605504587156,-0.0731481481481482,2.295
2013,5,-4.58194444444444,1.51485148514851,4.10483870967742
2013,6,3.7,1.18526315789474,3.82477876106195
2013,7,-1.65934959349594,1.51624365482234,0.298969072164948
2013,8,0.340939597315436,0.797394136807818,3.45396825396825
2013,9,-2.4676724137931,1.65454545454545,0.531578947368421
2013,10,-1.86940639269406,0.317088607594937,0.776377952755905
2013,11,-1.21304347826087,2.0379746835443,0.254940711462451
2013,12,0.327868852459016,-0.264957264957265,2.19126984126984
2014,1,-1.12835249042146,-0.669685039370079,1.41204819277108
2014,2,1.14712643678161,2.10623052959502,1.63137254901961
2014,3,-1.33900709219858,0.117514124293785,2.31407407407407
2014,4,-0.285340314136126,-1.9074358974359,3.17698412698413
2014,5,2.27605633802817,0.978544061302682,3.28674698795181
2014,6,0.0377659574468085,-0.616216216216216,2.70386266094421
2014,7,1.00358422939068,-0.342857142857143,2.65728476821192
2014,8,-1.85862068965517,2.13822393822394,4.00333333333333
2014,9,1.18679245283019,1.525,-0.557142857142857
2014,10,-1.03680981595092,0.207865168539326,-1.59430894308943
2014,11,1.41111111111111,0.249206349206349,2.16293706293706
2014,12,-1.96774193548387,2.56666666666667,1.384
